Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
6.710059,S,6.710059,1.735889,0,0.4194584,0,264.0244,44.98745,106.7873,0,83.05606,109.3495,6.540657,80.4328852,79.90454018,9.203992617,1970.377463,1963.76176,161.329153,85.30352,85.30352,6675.568,520.5107
6.610056,S,6.610056,1.725754,0,0.4205077,0,319.942,45.14163,106.7758,0,83.17236,109.3854,6.520662,119.8807965,119.2362474,12.41461513,1960.561613,1954.000321,160.264101,85.31118,85.31118,6479.599,504.4284
6.720059,S,6.720059,1.736712,0,0.4193777,0,258.4326,44.97385,106.7702,0,83.04443,109.3466,6.542819,76.48270148,75.96523236,8.881840929,1971.141837,1964.521413,161.4179714,85.30275,85.30275,6695.213,522.1244
6.600056,S,6.600056,1.72455,0,0.4206373,0,325.5338,45.15887,106.7563,0,83.184,109.3897,6.518825,123.8180487,123.1614518,12.7344405,1959.363093,1952.807959,160.1399549,85.31195,85.31195,6460.059,502.8264
6.730059,S,6.730059,1.7375,0,0.4193012,0,252.8408,44.96059,106.7497,0,83.0328,109.3438,6.545016,72.53196935,72.02514273,8.55952061,1971.866679,1965.241664,161.5035666,85.30199,85.30199,6714.866,523.739
6.590056,S,6.590056,1.723312,0,0.4207715,0,331.1255,45.17644,106.7335,0,83.19563,109.3941,6.517023,127.7535705,127.0848839,13.0540051,1958.125191,1951.576344,160.0126105,85.31271,85.31271,6440.531,501.2256
8.130091,S,8.130091,1.653169,0,0.5150363,0,0,44.7013,106.7288,0,82.46066,109.6425,6.761657,-108.8248572,-108.6344187,-6.435263922,1857.310083,1850.772724,155.6954348,85.19134,85.19134,9408.614,747.7072
6.740059,S,6.740059,1.738254,0,0.419229,0,247.2489,44.94765,106.7259,0,83.02117,109.3411,6.547249,68.58079335,68.08433387,8.237032156,1972.551982,1965.922507,161.5859369,85.30122,85.30122,6734.525,525.3544
6.580056,S,6.580056,1.72204,0,0.4209101,0,336.7172,45.19434,106.7073,0,83.20726,109.3986,6.515253,131.6872126,131.0063987,13.37331141,1956.847925,1950.305496,159.8820704,85.31349,85.31349,6421.015,499.6261
6.75006,S,6.75006,1.738973,0,0.4191611,0,241.6571,44.93505,106.6988,0,83.00954,109.3385,6.549495,64.62934821,64.14292697,7.914389971,1973.197739,1966.563937,161.6650808,85.30046,85.30046,6754.19,526.9707
6.570055,S,6.570055,1.720734,0,0.4210534,0,342.309,45.21256,106.6778,0,83.21889,109.4032,6.513519,135.6190794,134.9261056,13.69235993,1955.531315,1948.995432,159.7483373,85.31426,85.31426,6401.512,498.028
6.76006,S,6.76006,1.739658,0,0.4190974,0,236.0652,44.92278,106.6683,0,82.99791,109.3361,6.551798,60.67776283,60.20098463,7.591597409,1973.803945,1967.165947,161.7409968,85.2997,85.2997,6773.862,528.5877
